Sector,Sub Sector,Project Name,View Profile,Total Project Cost
Agriculture,Beekeeping,MEDIUM SCALE APIARY UNIT (30 Bee Colonies of Apis cerana) (Ãƒâ€šÃ‚Â FOREST BASED INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/MEDIUM SCALE APIARY UNIT (30 Bee Colonies of Apis cerana).pdf,59200
Agriculture,Beekeeping,MEDIUM SCALE APIARY UNIT (30 Bee Colonies of Apis Mellafera) (Ãƒâ€šÃ‚Â FOREST BASED INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/MEDIUM SCALE APIARY UNIT.pdf,80000
Strategic Manufacturing,Kitchenware,Melamine Crockery,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/MelamineCrockery.pdf,3978000
Automotive,Personal Care,Menthol crystal Unit,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/MentholcrystalUnit.pdf,3656000
Automotive,Metalworking,Metal Craft_DPR,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/MetalCraftDPR.pdf,1668000
Iron and Steel,Metal Recycling,Metal Recycling_DPR,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/MetalRecyclingDPR.pdf,2343000
Other Sectors,Electronics,mica paper,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/micapaper.pdf,1941000
Food Processing,Confectionery,Milk Chocolate,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/MilkChocolate.pdf,1400000
Food Processing,Dairy Products,Milk Powder,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/MilkPowder.pdf,2128000
Food Processing,Cereal Processing,Millet based food Products,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/MilletbasedfoodProducts.pdf,2450000
Other Sectors,Mineral Processing,MINERAL GRINDING (Ãƒâ€šÃ‚Â MINERAL BASED INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON MINERAL GRINDING.pdf,1200000
Food Processing,Snack Manufacturing,Mini Neem Oil,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/MiniNeemOil.pdf,934000
Food Processing,Rice Processing,Mini Rice Mill,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/MiniRiceMill.pdf,2216000
Other Sectors,Textile Machinery,Mini Tufting unit,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/MiniTuftingunit.pdf,2500000
"Apparel, Made-Ups & Home Furnishing",Boutique,Miss. Shaista Gull,/srv/YouthMissionMobile/DPR/Boutique__(Mfg__of__RMG's)__Shaista__Gull.pdf,1000000
Construction,Building Materials,"Mixer,Shuttering & Building Material",/srv/YouthMissionMobile/DPR/Mixer__Shuttering__and__cement__store__20Lac.pdf,2000000
Food Processing,Pickle Manufacturing,Mizo Chilli Pickle,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/MizoChilliPickle.pdf,2191000
IT-ITeS,App Development,Mobile App development,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/MobileAppdevelopment.pdf,788000
Electronics,Accessories,Mobile Charger Final,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/MobileChargerFinal.pdf,2415000
Electronics,Accessories,Mobile Cover,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/MobileCover.pdf,2320000
Electronics,Accessories,Mobile Phone Stand,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/MobilePhoneStand.pdf,2488000
Other Sectors,Mobile Sale and Services,Mobile Sale and Services,/srv/YouthMissionMobile/DPR/Mobile__Sale__and__Services.pdf,1143000
Other Sectors,Stationery Manufacturing,MODEL PROJECT PROFILE ON BALL PEN REFFILS (PCBI) (Ãƒâ€šÃ‚Â POLYMER AND CHEMICAL BASED INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/MODEL PROJECT PROFILE ON BALL PEN REFFILS (PCBI).pdf,224071
Other Sectors,Packaging Manufacturing,MODEL PROJECT PROFILE ON PLASTIC BOTTLE (PCBI) (Ãƒâ€šÃ‚Â POLYMER AND CHEMICAL BASED INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/MODEL PROJECT PROFILE ON PLASTIC BOTTLE (PCBI).pdf,880500
Handicrafts and Carpet,Lighting,Modern Wall Light,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ModernWallLight.pdf,2230000
Automotive,Essential Oils,Mogra oil,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Mograoil.pdf,2486000
Food Processing,Ice Cream Manufacturing,MOHD IQBAL TANTRAY,/srv/YouthMissionMobile/DPR/Manufacturing__of__Ice__creams(__Mohd__Iqbal__Tantray).pdf,1000000
Handicrafts and Carpet,Decorative Items,Monj Decorative Items,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/MonjDecorativeItems.pdf,913000
Handicrafts and Carpet,Bags & Baskets,Moonj baskets & Bags,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Moonjbaskets&Bags.pdf,1116000
Strategic Manufacturing,Pest Control,Mosquito Liquid Repellent,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/MosquitoLiquidRepellent.pdf,1242000
Strategic Manufacturing,Pest Control,Mosquito Net,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/MosquitoNet.pdf,786000
Strategic Manufacturing,Pest Control,Mosquito Racket,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/MosquitoRacket.pdf,2354000
Electronics,Electrical Engineering,Motor Starter Panel,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/MotorStarterPanel.pdf,2978000
Other Sectors,Electronics Services,MOTOR WINDING (Ãƒâ€šÃ‚Â SERVICE AND TEXTILE INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/MOTOR WINDING.pdf,177000
Strategic Manufacturing,Kitchenware,Moulded Plastic Lunch Box,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/MouldedPlasticLunchBox.pdf,4722000
Electronics,Accessories,Mouse Pad,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/MousePad.pdf,2484000
Food Processing,Mouth Freshener,Mouth Freshner,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/MouthFreshner.pdf,1247000
Other Sectors,Footwear,Mr. JOHN MOHAMMAD MIR,/srv/YouthMissionMobile/DPR/Slippers__chappal__manufacturing__unit.pdf,950000
Other Sectors,Gym/Fitness Centre,MR. Nasir Ahmad Naseem,/srv/YouthMissionMobile/DPR/Gym__centre__Nasir__Ah__Naseem.pdf,1000000
Other Sectors,Automobile Workshop,MR. NAWAZ AHMAD ITOO,/srv/YouthMissionMobile/DPR/Automobile__workshop__(Nawaz__Ah.__Itoo).pdf,4000000
HealthCare,Clinic/Laboratory,MR. RIZWAN AHMAD BHAT,/srv/YouthMissionMobile/DPR/Clinical__Laboratory__unit__(__Rizwan__Ah.__Bhat).pdf,800000
Food Processing,Beverage Manufacturing,MR. TAWFEEQ AHMAD SHEIKH,/srv/YouthMissionMobile/DPR/Blending__&__packaging__of__tea.pdf,2000000
Food Processing,Bakery,Muffins,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Muffins.pdf,2291000
Automotive,Skincare,Multani Mud,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/MultaniMud.pdf,1808000
Food Processing,Beverage,Multi Fruit Juice & Squash,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/MultiFruitJuiceSquash.pdf,2480000
Food Processing,Pasta,Multigrain Pasta,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/MultigrainPasta.pdf,1565000
Electronics,Internet Services,MULTIPURPOSE COMPUTER CENTRE/CYBER CAFÃƒÆ’Ã¢â‚¬Â° (Ãƒâ€šÃ‚Â RURAL ENGG. AND BIO-TECH INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON MULTIPURPOSE COMPUTER CENTRECYBER CAFE.pdf,536000
Food Processing,Snack Manufacturing,MURMURA MANUFACTURING UNIT (Ãƒâ€šÃ‚Â AGRO BASED FOOD PROCESSING INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/MURMURA MANUFACTURING UNIT.pdf,355000
Agriculture,Livestock Farming,Mushroom Cultivation,/srv/YouthMissionMobile/DPR/Mushroom__Farm.pdf,1188781
Other Sectors,Shellfish Processing,Mussels_DPR,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/MusselsDPR.pdf,1578000
Food Processing,Oils,mustard oil,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/mustardoil.pdf,435000
Automotive,Nail Care,Nail Paint Remover,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/NailPaintRemover.pdf,2350000
Food Processing,Snacks,Namkeen,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Namkeen.pdf,1369000
Food Processing,Snacks,NAMKEEN/FARSAN MANUFACTURING SCHEME (Ãƒâ€šÃ‚Â AGRO BASED FOOD PROCESSING INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/NAMKEENFARSAN MANUFACTURING SCHEME.pdf,380000
Other Sectors,Pest Control,NAPHTHALENE BALLS (Ãƒâ€šÃ‚Â POLYMER AND CHEMICAL BASED INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON NAPHTHALENE BALLS.pdf,130610
Strategic Manufacturing,Pest Control,Napthalene Balls,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/NapthaleneBalls.pdf,2400000
Food Processing,Food Coloring,Natural Colour_DPR,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/NaturalColourDPR.pdf,2002000
Food Processing,Beverage,NATURAL MINERAL WATER (Ãƒâ€šÃ‚Â AGRO BASED FOOD PROCESSING INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/NATURAL MINERAL WATER.pdf,1110000
"Apparel, Made-Ups & Home Furnishing",Clothing Manufacturing,NECK-TIES & HANDKERCHIEFS (Ãƒâ€šÃ‚Â SERVICE AND TEXTILE INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON NECK-TIES & HANDKERCHIEFS.pdf,765000
Food Processing,Beverage,NEERA CATERING UNIT (Ãƒâ€šÃ‚Â AGRO BASED FOOD PROCESSING INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/NEERA CATERING UNIT.pdf,631000
Logistics,Bags,Non Woven Bag,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/NonWovenBag.pdf,2467000
Other Sectors,Food Processing,Noodles Manufacturing,/srv/YouthMissionMobile/DPR/Noodles__Manufacturing.pdf,1200000
Food Processing,Noodles,NOODLES MANUFACTURING UNIT (Ãƒâ€šÃ‚Â AGRO BASED FOOD PROCESSING INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/NOODLES MANUFACTURING UNIT.pdf,748000
Other Sectors,Notebooks,Notebook,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Notebook.pdf,2434000
Other Sectors,Bookbinding,Notebook Binding,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/NotebookBinding.pdf,983000
Food Processing,Spice,Nutmeg,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Nutmeg.pdf,2265000
Other Sectors,Offset Printing,Offset Printing unit,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/OffsetPrintingunit.pdf,975000
"Rubber, Chemical and Petrochemical",Oil Processing,OIL CRUSHER / EXPELLER (Ãƒâ€šÃ‚Â RURAL ENGG. AND BIO-TECH INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON OIL CRUSHER  EXPELLER.pdf,1978000
Automotive,Automotive Parts,Oil Filter,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/OilFilter.pdf,2013000
Food Processing,Paste,ONION PASTE MANUFACTURING SCHEME (Ãƒâ€šÃ‚Â AGRO BASED FOOD PROCESSING INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ONION PASTE MANUFACTURING SCHEME.pdf,419000
HealthCare,Optical Lens,OPHTHALMIC LENS GRINDING (Ãƒâ€šÃ‚Â MINERAL BASED INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON OPHTHALMIC LENS GRINDING.pdf,260000
Food Processing,Organic Food,ORGANIC FOOD (Ãƒâ€šÃ‚Â AGRO BASED FOOD PROCESSING INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ORGANIC FOOD.pdf,860000
Agriculture,Organic Farming,Organic waste compost,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Organicwastecompost.pdf,407100
Life Sciences,Surgical Equipment,OT Table,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/OTTable.pdf,1856000
Life Sciences,Diagnostic Equipment,Oximeter,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Oximeter.pdf,2446000
Logistics,Packaging Materials,Packaging Unit,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PackagingUnit.pdf,1189000
Food Processing,Rice Processing,PADDY PROCESSING UNIT. (Mini Rice Mill) (Ãƒâ€šÃ‚Â AGRO BASED FOOD PROCESSING INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PADDY PROCESSING UNIT.pdf,355000
Handicrafts and Carpet,Painting,Paint Brush,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PaintBrush.pdf,2038000
Automotive,Paints,Paint mfg.,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Paintmfg.pdf,2200000
Other Sectors,Brushes,PALM FIBER BRUSH MAKING UNIT (Ãƒâ€šÃ‚Â AGRO BASED FOOD PROCESSING INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PALM FIBER BRUSH MAKING UNIT.pdf,385000
Food Processing,Sugar,PALM JAGGERY (GUR) MAKING UNIT (Ãƒâ€šÃ‚Â AGRO BASED FOOD PROCESSING INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PALM JAGGERY (GUR) MAKING UNIT.pdf,466000
Other Sectors,Decorative Items,PALM LEAF FANCY AND UTILITY ARTICLES MAKING UNIT (Ãƒâ€šÃ‚Â AGRO BASED FOOD PROCESSING INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PALM LEAF FANCY AND UTILITY ARTICLES MAKING UNIT.pdf,452000
Food Processing,Oil Processing,Palm Oil_DPR,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PalmOilDPR.pdf,2065000
Food Processing,Sugar,PALM SUGAR & PALM CONFECTIONERY UNIT (Ãƒâ€šÃ‚Â AGRO BASED FOOD PROCESSING INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PALM SUGAR & PALM CONFECTIONERY UNIT.pdf,357000
Food Processing,Dairy,Paneer,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Paneer.pdf,1777000
Food Processing,Beverage,Pani Puri Machine,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PaniPuriMachine.pdf,120000
Food Processing,Snacks,Papad,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Papad.pdf,2450000
Food Processing,Snacks,PAPAD MANUFACTURING (Ãƒâ€šÃ‚Â AGRO BASED FOOD PROCESSING INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PAPAD MANUFACTURING.pdf,200000
Other Sectors,Paper Products,Paper bag,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Paperbag.pdf,1506000
Other Sectors,Stationery,Paper Clip,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PaperClip.pdf,1479000
Food Processing,Beverages,Paper Cup,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PaperCup.pdf,2103000
Other Sectors,Paper Products,Paper Lamination,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PaperLamination.pdf,160000
Other Sectors,Paper Products,Paper Napkin,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PaperNapkin.pdf,1283000
Other Sectors,Paper Products,Paper Straw,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PaperStraw.pdf,1944000
Food Processing,Pasta,Pasta,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Pasta.pdf,2014000
Other Sectors,Textiles,Patchwork Garment_DPR,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PatchworkGarmentDPR.pdf,1031000
Electronics,Telecommunications,PCO MONITOR (Ãƒâ€šÃ‚Â RURAL ENGG. AND BIO-TECH INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON PCO MONITOR.pdf,1805000
Food Processing,Spreads,Peanut butter final,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Peanutbutterfinal.pdf,1453000
Food Processing,Sweets,Peda final,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Pedafinal.pdf,2132000
Other Sectors,Stationery,Pen mfg.,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Penmfg.pdf,1500000
Other Sectors,Essential Oils,Peppermint Oil,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PeppermintOil.pdf,1944000
Other Sectors,Fragrances,Perfume,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Perfume.pdf,763000
Beauty & Wellness,Fragrance,PERFUMERY COMPOUND (Ãƒâ€šÃ‚Â POLYMER AND CHEMICAL BASED INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON PERFUMERY COMPOUND.pdf,1816667
Other Sectors,Consumer Goods,Personal Weighing Machine,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PersonalWeighingMachine.pdf,2486000
Electronics,Computer Hardware,PERSONNELCOMPUTERS ASSEMBLY (Ãƒâ€šÃ‚Â RURAL ENGG. AND BIO-TECH INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON PERSONNELCOMPUTERS ASSEMBLY.pdf,2025000
Other Sectors,Recycling,Pet Bottle Recycling,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/rPetBottleRecycling.pdf,3661000
Logistics,Bottles,PET Bottles,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PETBottles.pdf,4612000
Logistics,Preforms,PET Preforms,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PETPreforms.pdf,4625000
Food Processing,Sweets,Petha Manufacturing,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PethaManufacturing.pdf,2152000
Food Processing,Sweets,PETHA MANUFACTURING UNIT (Ãƒâ€šÃ‚Â AGRO BASED FOOD PROCESSING INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PETHA MANUFACTURING UNIT.pdf,187000
Other Sectors,Cosmetics,Petroleum Jelly,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PetroleumJelly.pdf,2500000
Other Sectors,Household Chemicals,Phenyle,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Phenyle.pdf,763000
Construction,Bushes,PHOSPHOR BRONZE BUSHES (Ãƒâ€šÃ‚Â RURAL ENGG. AND BIO-TECH INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON PHOSPHOR BRONZE BUSHES.pdf,1567000
Food Processing,Pickle,PICKLE MANUFACTURING SCHEME (Ãƒâ€šÃ‚Â AGRO BASED FOOD PROCESSING INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PICKLE MANUFACTURING SCHEME.pdf,514000
Food Processing,Pickle,Pickle Unit,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PickleUnit.pdf,2200000
Other Sectors,Textiles,Pillow Making_DPR,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PillowMakingDPR.pdf,1111000
Other Sectors,Automotive,Piston Ring,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PistonRing.pdf,2200000
Construction,Construction Materials,PLASTER BOARDS ( ROOFING) (Ãƒâ€šÃ‚Â MINERAL BASED INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON PLASTER BOARDS ( ROOFING).pdf,135000
Other Sectors,Construction Materials,Plaster of Paris,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PlasterofParis.pdf,2500000
Construction,Construction Materials,PLASTER OF PARIS (Ãƒâ€šÃ‚Â MINERAL BASED INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON PLASTER OF PARIS.pdf,413000
Other Sectors,Toys,PLASTER OF PARIS TOYS & SMALL STATUS (Ãƒâ€šÃ‚Â MINERAL BASED INDUSTRYÃƒâ€šÃ‚Â ),https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PROJECT PROFILE ON PLASTER OF PARIS TOYS & SMALL STATUS.pdf,350000
Other Sectors,Plastic Products,Plastic Barrel,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PlasticBarrel.pdf,2484000
Other Sectors,Plastic Products,Plastic Board,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PlasticBoard.pdf,2160000
Other Sectors,Plastic Products,Plastic Bucket,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PlasticBucket.pdf,4456000
Other Sectors,Plastic Products,Plastic Buttons,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PlasticButtons.pdf,2264000
Other Sectors,Plastic Products,Plastic Egg Tray,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PlasticEggTray.pdf,1741000
Other Sectors,Plastic Molding,Plastic Injection molding,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PlasticInjectionmolding.pdf,2294000
Other Sectors,Plastic Products,Plastic Jerry Cans,https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/PlasticJerryCans.pdf,3222000
